airline,source_city,destination_city,departure_time,arrival_time,stops,class,days_before_departure,duration_hours,fare_inr
AirAsia India,Goa,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,45,1.8,5618
Air India,Jaipur,Goa,Morning (06-12),Morning (06-12),non-stop,Economy,35,1.1,7818
SpiceJet,Mumbai,Jaipur,Night (21-00),Night (21-00),non-stop,Economy,17,1.4,5108
Air India,Jaipur,Kolkata,Early Morning (00-06),Early Morning (00-06),1 stop,Business,67,2.6,8489
IndiGo,Hyderabad,Mumbai,Morning (06-12),Morning (06-12),non-stop,Business,52,1.2,11296
Air India,Ahmedabad,Mumbai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,50,2.6,6682
GoFirst,Ahmedabad,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,58,2.8,6118
IndiGo,Delhi,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Business,49,2.8,10478
Vistara,Delhi,Chennai,Evening (18-21),Evening (18-21),non-stop,Economy,66,1.4,7717
AirAsia India,Delhi,Hyderabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,39,3.2,4996
Vistara,Hyderabad,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,47,1.0,6523
SpiceJet,Delhi,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,1,1.9,8706
GoFirst,Goa,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,69,1.5,5433
SpiceJet,Mumbai,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,15,1.5,6301
IndiGo,Ahmedabad,Chennai,Night (21-00),Night (21-00),non-stop,Business,40,1.5,8644
IndiGo,Bangalore,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,62,1.5,5906
GoFirst,Mumbai,Kolkata,Evening (18-21),Night (21-00),1 stop,Economy,39,3.4,5179
Air India,Pune,Kolkata,Afternoon (12-18),Afternoon (12-18),non-stop,Business,40,2.3,15056
AirAsia India,Bangalore,Kolkata,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,4,2.6,6313
AirAsia India,Jaipur,Pune,Morning (06-12),Morning (06-12),1 stop,Economy,25,3.0,5578
Air India,Bangalore,Jaipur,Afternoon (12-18),Evening (18-21),1 stop,Economy,48,4.2,8631
AirAsia India,Bangalore,Pune,Afternoon (12-18),Evening (18-21),2+ stops,Economy,50,4.1,4054
IndiGo,Hyderabad,Goa,Early Morning (00-06),Morning (06-12),2+ stops,Economy,21,4.5,5015
IndiGo,Ahmedabad,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,27,2.7,6109
AirAsia India,Mumbai,Chennai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,23,1.4,5053
Air India,Ahmedabad,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,80,1.3,6320
Air India,Jaipur,Pune,Evening (18-21),Evening (18-21),non-stop,Business,64,1.3,11497
GoFirst,Jaipur,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,39,1.8,5106
SpiceJet,Chennai,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,80,1.8,5812
GoFirst,Pune,Delhi,Afternoon (12-18),Evening (18-21),2+ stops,Economy,17,5.2,5799
AirAsia India,Jaipur,Pune,Night (21-00),Night (21-00),non-stop,Economy,28,1.4,4725
IndiGo,Chennai,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,71,3.5,4910
SpiceJet,Bangalore,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Economy,67,3.1,4974
AirAsia India,Mumbai,Chennai,Morning (06-12),Afternoon (12-18),2+ stops,Economy,20,4.3,4632
AirAsia India,Pune,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,4,1.9,5676
GoFirst,Kolkata,Delhi,Early Morning (00-06),Morning (06-12),2+ stops,Economy,33,4.8,4954
SpiceJet,Mumbai,Hyderabad,Early Morning (00-06),Morning (06-12),2+ stops,Economy,59,4.7,4657
IndiGo,Chennai,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Business,86,1.0,6033
AirAsia India,Goa,Ahmedabad,Evening (18-21),Night (21-00),2+ stops,Economy,3,4.6,5764
GoFirst,Goa,Chennai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,48,2.3,5009
Vistara,Mumbai,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Business,48,3.3,12425
Vistara,Ahmedabad,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,54,3.2,7573
Air India,Goa,Mumbai,Morning (06-12),Morning (06-12),non-stop,Business,8,1.5,13665
Air India,Goa,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Business,34,1.4,11330
GoFirst,Mumbai,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Business,72,2.9,9578
Vistara,Delhi,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,5,2.8,7794
Vistara,Chennai,Delhi,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,63,3.0,7137
AirAsia India,Jaipur,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,9,0.8,4482
SpiceJet,Hyderabad,Mumbai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,32,1.4,5579
Vistara,Hyderabad,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Economy,78,3.3,7592
IndiGo,Goa,Kolkata,Evening (18-21),Evening (18-21),non-stop,Economy,24,1.4,6197
GoFirst,Chennai,Delhi,Morning (06-12),Morning (06-12),non-stop,Economy,13,1.3,6444
Air India,Mumbai,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,42,2.6,7048
IndiGo,Bangalore,Ahmedabad,Night (21-00),Early Morning (00-06),1 stop,Business,17,2.6,7548
GoFirst,Ahmedabad,Jaipur,Night (21-00),Night (21-00),1 stop,Economy,4,2.4,4712
IndiGo,Mumbai,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,24,3.2,5989
IndiGo,Delhi,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,59,1.5,4858
GoFirst,Mumbai,Chennai,Morning (06-12),Morning (06-12),1 stop,Business,25,2.6,10243
AirAsia India,Chennai,Pune,Morning (06-12),Morning (06-12),non-stop,Business,66,1.5,10811
AirAsia India,Goa,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Business,32,1.3,10511
GoFirst,Chennai,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,28,3.7,7667
IndiGo,Pune,Goa,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,23,3.3,4794
Vistara,Bangalore,Delhi,Morning (06-12),Morning (06-12),non-stop,Economy,69,1.3,8329
SpiceJet,Jaipur,Pune,Night (21-00),Early Morning (00-06),1 stop,Business,85,2.7,7058
Vistara,Delhi,Jaipur,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,19,1.7,5800
Air India,Ahmedabad,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,59,2.8,6951
AirAsia India,Ahmedabad,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,11,1.7,5156
AirAsia India,Bangalore,Hyderabad,Evening (18-21),Evening (18-21),1 stop,Economy,8,2.4,4367
Vistara,Delhi,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,26,2.2,7443
IndiGo,Hyderabad,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,58,1.6,4930
GoFirst,Ahmedabad,Jaipur,Afternoon (12-18),Evening (18-21),2+ stops,Economy,40,4.0,4386
SpiceJet,Kolkata,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,38,1.6,5931
GoFirst,Chennai,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,10,1.7,6032
GoFirst,Kolkata,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Business,40,1.7,7786
IndiGo,Mumbai,Kolkata,Afternoon (12-18),Evening (18-21),2+ stops,Economy,30,4.5,5126
Air India,Pune,Hyderabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,27,2.3,5604
GoFirst,Jaipur,Ahmedabad,Afternoon (12-18),Afternoon (12-18),1 stop,Business,52,2.6,7030
Vistara,Bangalore,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,35,3.0,7140
Vistara,Mumbai,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,61,1.3,7259
Air India,Pune,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,1,2.7,7816
Vistara,Chennai,Bangalore,Evening (18-21),Night (21-00),2+ stops,Economy,10,3.6,6036
Air India,Bangalore,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,87,1.4,7972
SpiceJet,Mumbai,Kolkata,Night (21-00),Early Morning (00-06),2+ stops,Economy,38,4.3,4419
AirAsia India,Pune,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,69,1.5,5216
AirAsia India,Goa,Pune,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,3,2.8,4947
AirAsia India,Goa,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,59,2.5,4027
Air India,Jaipur,Kolkata,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,4,2.7,7674
GoFirst,Delhi,Mumbai,Night (21-00),Early Morning (00-06),1 stop,Economy,89,3.5,5187
AirAsia India,Goa,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,40,2.9,5027
SpiceJet,Jaipur,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,44,1.5,4949
Air India,Delhi,Chennai,Evening (18-21),Evening (18-21),non-stop,Economy,18,1.2,7623
SpiceJet,Goa,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Economy,5,2.9,5178
Air India,Pune,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,13,3.0,7219
Air India,Hyderabad,Bangalore,Evening (18-21),Evening (18-21),non-stop,Economy,3,0.8,7225
GoFirst,Chennai,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,74,0.9,4143
SpiceJet,Chennai,Hyderabad,Evening (18-21),Evening (18-21),1 stop,Economy,81,2.4,4166
AirAsia India,Delhi,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,90,1.9,4775
AirAsia India,Kolkata,Pune,Evening (18-21),Early Morning (00-06),2+ stops,Economy,6,5.0,6665
SpiceJet,Kolkata,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,56,2.9,7331
Air India,Jaipur,Pune,Evening (18-21),Evening (18-21),non-stop,Business,15,1.6,12259
SpiceJet,Delhi,Chennai,Night (21-00),Early Morning (00-06),1 stop,Economy,81,3.0,4522
IndiGo,Goa,Chennai,Night (21-00),Night (21-00),non-stop,Economy,31,1.5,5274
Vistara,Goa,Jaipur,Night (21-00),Night (21-00),non-stop,Economy,52,1.5,7321
IndiGo,Goa,Pune,Evening (18-21),Night (21-00),1 stop,Business,20,2.7,9203
IndiGo,Goa,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,76,3.0,5083
AirAsia India,Ahmedabad,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,90,2.7,4559
SpiceJet,Bangalore,Goa,Morning (06-12),Morning (06-12),2+ stops,Economy,44,3.8,4544
AirAsia India,Bangalore,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Economy,81,1.0,4257
SpiceJet,Pune,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,41,2.7,5325
GoFirst,Jaipur,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,42,2.7,8527
AirAsia India,Pune,Ahmedabad,Evening (18-21),Night (21-00),2+ stops,Business,73,4.4,7124
Air India,Bangalore,Ahmedabad,Morning (06-12),Afternoon (12-18),2+ stops,Economy,58,4.7,6911
SpiceJet,Ahmedabad,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Business,25,1.7,10347
SpiceJet,Goa,Hyderabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,7,2.9,4495
AirAsia India,Pune,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,64,3.3,4861
IndiGo,Hyderabad,Chennai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,88,1.3,4632
AirAsia India,Delhi,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,54,1.3,4283
IndiGo,Bangalore,Delhi,Night (21-00),Early Morning (00-06),1 stop,Economy,53,3.0,4808
AirAsia India,Mumbai,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,72,3.1,4414
Vistara,Jaipur,Chennai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,87,4.1,7879
Vistara,Hyderabad,Jaipur,Night (21-00),Night (21-00),non-stop,Economy,29,1.8,7678
AirAsia India,Delhi,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,1,0.8,4076
AirAsia India,Ahmedabad,Hyderabad,Afternoon (12-18),Evening (18-21),2+ stops,Business,88,4.7,7290
Vistara,Hyderabad,Mumbai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,35,1.6,7754
AirAsia India,Jaipur,Bangalore,Afternoon (12-18),Evening (18-21),1 stop,Economy,32,4.3,6831
GoFirst,Pune,Kolkata,Morning (06-12),Morning (06-12),1 stop,Business,11,3.8,14765
AirAsia India,Delhi,Hyderabad,Night (21-00),Night (21-00),non-stop,Business,7,1.9,11135
IndiGo,Bangalore,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,71,2.6,4981
Vistara,Ahmedabad,Jaipur,Night (21-00),Early Morning (00-06),2+ stops,Economy,61,3.9,6168
IndiGo,Mumbai,Pune,Evening (18-21),Evening (18-21),1 stop,Economy,82,1.5,4139
Vistara,Jaipur,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,51,1.5,7688
GoFirst,Kolkata,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,15,4.0,7801
GoFirst,Pune,Bangalore,Evening (18-21),Evening (18-21),non-stop,Economy,66,1.5,5066
SpiceJet,Mumbai,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,63,1.4,5761
AirAsia India,Chennai,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,46,2.0,3551
IndiGo,Kolkata,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,9,1.3,6352
AirAsia India,Ahmedabad,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,16,1.2,4330
GoFirst,Kolkata,Goa,Afternoon (12-18),Evening (18-21),2+ stops,Economy,70,4.8,4817
GoFirst,Mumbai,Bangalore,Night (21-00),Night (21-00),non-stop,Economy,64,1.0,5133
Vistara,Pune,Bangalore,Night (21-00),Night (21-00),non-stop,Economy,25,1.1,6803
AirAsia India,Kolkata,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,5,1.5,6443
Vistara,Pune,Mumbai,Night (21-00),Night (21-00),non-stop,Economy,25,0.8,5826
SpiceJet,Delhi,Goa,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,52,4.0,5684
IndiGo,Bangalore,Jaipur,Night (21-00),Early Morning (00-06),2+ stops,Economy,37,5.5,5634
IndiGo,Chennai,Pune,Evening (18-21),Evening (18-21),non-stop,Economy,11,1.9,6216
IndiGo,Delhi,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,30,1.8,7083
AirAsia India,Pune,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,46,2.2,7615
SpiceJet,Hyderabad,Delhi,Morning (06-12),Morning (06-12),1 stop,Business,10,3.0,12752
AirAsia India,Pune,Kolkata,Early Morning (00-06),Early Morning (00-06),1 stop,Business,58,3.8,9474
Air India,Mumbai,Hyderabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,80,2.9,6351
AirAsia India,Kolkata,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,77,1.4,4357
Air India,Chennai,Pune,Evening (18-21),Evening (18-21),non-stop,Business,57,1.5,13314
Vistara,Ahmedabad,Pune,Evening (18-21),Night (21-00),1 stop,Economy,84,2.8,7081
IndiGo,Delhi,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,60,2.8,5400
SpiceJet,Goa,Ahmedabad,Night (21-00),Early Morning (00-06),2+ stops,Economy,31,4.5,4383
Air India,Delhi,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,49,0.8,5299
GoFirst,Chennai,Pune,Evening (18-21),Evening (18-21),non-stop,Economy,14,1.5,6270
AirAsia India,Goa,Kolkata,Night (21-00),Early Morning (00-06),2+ stops,Economy,80,4.1,4008
IndiGo,Kolkata,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Business,16,2.9,8745
Vistara,Goa,Jaipur,Early Morning (00-06),Morning (06-12),2+ stops,Economy,70,4.2,6719
IndiGo,Hyderabad,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,28,0.9,4469
Air India,Mumbai,Bangalore,Evening (18-21),Evening (18-21),non-stop,Business,90,1.4,11435
SpiceJet,Ahmedabad,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,56,1.6,5287
SpiceJet,Pune,Bangalore,Night (21-00),Night (21-00),non-stop,Economy,71,1.3,4320
AirAsia India,Jaipur,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Economy,20,2.6,4462
SpiceJet,Kolkata,Jaipur,Night (21-00),Early Morning (00-06),1 stop,Business,81,3.2,6676
Air India,Mumbai,Goa,Night (21-00),Night (21-00),non-stop,Economy,25,1.6,6816
AirAsia India,Mumbai,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,66,1.3,5289
GoFirst,Ahmedabad,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,16,1.4,6297
Vistara,Ahmedabad,Chennai,Afternoon (12-18),Afternoon (12-18),non-stop,Business,51,1.4,11065
Vistara,Hyderabad,Pune,Night (21-00),Night (21-00),1 stop,Economy,23,2.5,6146
AirAsia India,Kolkata,Hyderabad,Night (21-00),Early Morning (00-06),2+ stops,Economy,78,5.1,4934
Vistara,Jaipur,Goa,Evening (18-21),Night (21-00),1 stop,Economy,52,2.6,7825
IndiGo,Kolkata,Delhi,Afternoon (12-18),Evening (18-21),2+ stops,Economy,77,4.7,5749
AirAsia India,Pune,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,23,0.8,4052
GoFirst,Kolkata,Bangalore,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,88,3.8,5662
GoFirst,Kolkata,Jaipur,Evening (18-21),Evening (18-21),non-stop,Economy,87,1.5,5322
Vistara,Ahmedabad,Mumbai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,60,1.5,7568
IndiGo,Hyderabad,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,73,2.4,5122
Air India,Chennai,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Economy,75,3.0,6759
Air India,Bangalore,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,5,4.3,8323
GoFirst,Chennai,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,64,1.8,3985
AirAsia India,Bangalore,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,41,2.6,4351
AirAsia India,Chennai,Mumbai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,71,1.6,4803
IndiGo,Chennai,Goa,Evening (18-21),Night (21-00),1 stop,Economy,83,2.7,5322
Air India,Ahmedabad,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,9,1.4,6844
Air India,Pune,Bangalore,Evening (18-21),Night (21-00),2+ stops,Economy,13,4.2,6336
SpiceJet,Goa,Mumbai,Morning (06-12),Morning (06-12),1 stop,Business,12,2.9,10494
Vistara,Delhi,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,30,1.2,8258
Air India,Pune,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,15,3.1,7142
Vistara,Jaipur,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,68,1.0,6571
AirAsia India,Kolkata,Goa,Morning (06-12),Morning (06-12),1 stop,Economy,77,3.1,5187
Vistara,Chennai,Kolkata,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,55,1.9,8427
AirAsia India,Hyderabad,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,39,3.4,4333
IndiGo,Hyderabad,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,24,1.3,5232
AirAsia India,Mumbai,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,69,1.7,4957
IndiGo,Goa,Chennai,Evening (18-21),Night (21-00),2+ stops,Economy,8,4.6,5579
GoFirst,Kolkata,Goa,Night (21-00),Early Morning (00-06),1 stop,Economy,68,2.9,4967
SpiceJet,Chennai,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,28,4.1,5475
AirAsia India,Chennai,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,24,2.0,5421
SpiceJet,Bangalore,Pune,Early Morning (00-06),Morning (06-12),2+ stops,Economy,19,4.4,4507
IndiGo,Pune,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,31,3.5,5363
AirAsia India,Hyderabad,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,32,1.7,4837
GoFirst,Bangalore,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,8,2.2,3942
Air India,Bangalore,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,1,2.9,7445
AirAsia India,Pune,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,35,2.6,4019
SpiceJet,Bangalore,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,7,1.4,6554
Air India,Ahmedabad,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,71,2.9,7154
Air India,Pune,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Economy,37,0.8,6726
Vistara,Hyderabad,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,18,3.3,7662
SpiceJet,Kolkata,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,15,2.4,7736
AirAsia India,Pune,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Business,3,2.7,10688
Vistara,Delhi,Pune,Afternoon (12-18),Evening (18-21),1 stop,Economy,67,3.2,7905
GoFirst,Kolkata,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,85,1.9,6683
Vistara,Goa,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,33,4.0,8948
AirAsia India,Mumbai,Jaipur,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,21,2.6,4715
AirAsia India,Mumbai,Bangalore,Night (21-00),Early Morning (00-06),2+ stops,Economy,89,4.5,4044
IndiGo,Chennai,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,41,1.6,6346
AirAsia India,Delhi,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Business,31,2.2,8891
Air India,Mumbai,Hyderabad,Night (21-00),Early Morning (00-06),1 stop,Economy,83,3.2,6433
IndiGo,Hyderabad,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,48,2.5,5298
IndiGo,Bangalore,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,80,1.5,5272
IndiGo,Bangalore,Kolkata,Evening (18-21),Night (21-00),non-stop,Economy,57,2.9,7507
GoFirst,Hyderabad,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,29,0.9,5810
IndiGo,Pune,Chennai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,11,1.9,6272
GoFirst,Goa,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,26,1.4,6023
IndiGo,Jaipur,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,78,1.6,5864
SpiceJet,Pune,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Business,84,3.0,7118
IndiGo,Pune,Chennai,Evening (18-21),Night (21-00),1 stop,Business,52,3.1,9527
GoFirst,Delhi,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,50,3.5,6620
GoFirst,Hyderabad,Chennai,Night (21-00),Night (21-00),1 stop,Economy,44,2.6,4423
AirAsia India,Goa,Hyderabad,Afternoon (12-18),Evening (18-21),2+ stops,Business,24,3.9,7549
Vistara,Pune,Goa,Morning (06-12),Morning (06-12),non-stop,Economy,43,1.8,7763
GoFirst,Delhi,Kolkata,Early Morning (00-06),Morning (06-12),2+ stops,Economy,22,5.0,5112
Air India,Hyderabad,Chennai,Night (21-00),Night (21-00),non-stop,Business,47,0.8,8376
Vistara,Jaipur,Goa,Early Morning (00-06),Morning (06-12),2+ stops,Economy,36,4.6,6962
Air India,Mumbai,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,81,2.2,7560
IndiGo,Delhi,Jaipur,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,36,1.6,3897
SpiceJet,Mumbai,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,41,3.3,5618
IndiGo,Delhi,Kolkata,Early Morning (00-06),Morning (06-12),2+ stops,Economy,66,4.8,4827
Vistara,Pune,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,59,1.4,8283
IndiGo,Goa,Kolkata,Night (21-00),Night (21-00),non-stop,Economy,30,1.5,5592
Air India,Jaipur,Pune,Evening (18-21),Evening (18-21),non-stop,Economy,72,1.3,7465
AirAsia India,Chennai,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,48,0.8,3409
IndiGo,Delhi,Hyderabad,Night (21-00),Early Morning (00-06),2+ stops,Economy,75,4.7,5082
IndiGo,Jaipur,Kolkata,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,22,3.1,5374
IndiGo,Delhi,Jaipur,Night (21-00),Night (21-00),non-stop,Economy,47,0.8,3834
Air India,Jaipur,Bangalore,Afternoon (12-18),Evening (18-21),1 stop,Economy,75,4.3,8551
Vistara,Delhi,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,7,1.6,8945
AirAsia India,Ahmedabad,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,6,0.8,4767
Air India,Kolkata,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,12,3.1,8420
Vistara,Hyderabad,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Business,77,1.3,9743
IndiGo,Bangalore,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,38,4.0,6514
IndiGo,Mumbai,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,66,0.8,3739
IndiGo,Kolkata,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,42,3.0,5971
IndiGo,Ahmedabad,Pune,Evening (18-21),Evening (18-21),non-stop,Business,16,1.4,10754
IndiGo,Delhi,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,38,1.5,5735
IndiGo,Mumbai,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Economy,13,1.5,6087
IndiGo,Mumbai,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,63,1.7,4676
IndiGo,Jaipur,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,8,1.3,6138
GoFirst,Chennai,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,10,1.7,4744
Vistara,Delhi,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,89,1.7,7181
Vistara,Delhi,Pune,Evening (18-21),Night (21-00),non-stop,Economy,36,2.1,8742
GoFirst,Mumbai,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,63,1.4,4983
SpiceJet,Mumbai,Pune,Evening (18-21),Evening (18-21),1 stop,Business,22,1.9,3922
